id	type	modified	license	rightsHolder	collectionID	institutionCode	collectionCode	basisOfRecord	occurrenceID	catalogNumber	occurrenceRemarks	recordNumber	recordedBy	individualCount	sex	lifeStage	otherCatalogNumbers	associatedMedia	associatedSequences	eventID	eventDate	year	month	day	verbatimEventDate	habitat	higherGeography	continent	waterBody	islandGroup	island	country	stateProvince	county	locality	verbatimLocality	verbatimElevation	minimumElevationInMeters	maximumElevationInMeters	minimumDepthInMeters	maximumDepthInMeters	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	georeferencedBy	georeferenceProtocol	georeferenceSources	georeferenceRemarks	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lithostratigraphicTerms	group	formation	member	bed	identificationID	identifiedBy	dateIdentified	typeStatus	scientificName	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	nomenclaturalCode
MCZ:Mala:120585	PhysicalObject	2014-06-26 14:46:30.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:120585	120585	A-37-NB, Block 3		National Research Council	1			malacology accession number=658; previous number=2326; rdt jar number=119			190455	1922-01-01				1922-4		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							San Juan, Puerto Rico	Atlantic, Puerto Rico, San Juan																														539906	[no agent data]			Teredo portoricensis	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredo	portoricensis			Clapp, 1924	ICZN
MCZ:Mala:120829	PhysicalObject	2012-12-20 13:04:21.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:120829	120829			Dr. Moll, Germany	1			malacology accession number=658; previous number=3739; rdt jar number=129			208651	1700-01-01				[no verbatim date data]		Atlantic Ocean: Atlantic, Northeast: North Sea	Atlantic Ocean	North Sea						Busum - w. coast of Schleswig Holstein, north of Hamburg	Atlantic, Germany, Busum - w. coast of Schleswig Holstein, north of Hamburg																														544002	[no agent data]			Psiloteredo megotara	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Psiloteredo	megotara			Hanley, 1848	ICZN
MCZ:Mala:121460	PhysicalObject	2014-12-16 12:56:14.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:121460	121460	SD-3, Block 6		National Research Council	1			malacology accession number=658; previous number=4375; rdt jar number=194			210005	1922-01-01				1922-4		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea: Dominican Republic	Atlantic Ocean				Dominican Republic			Puerto Plata	Atlantic, Santo Domingo, Puerto Plata																														545359	[no agent data]			Nototeredo knoxi	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Nototeredo	knoxi			Bartsch, 1917	ICZN
MCZ:Mala:120551	PhysicalObject	2014-12-16 12:56:14.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:120551	120551	SD-3, Block 7		National Research Council	1			malacology accession number=658; previous number=2115; rdt jar number=194			210005	1922-01-01				1922-4		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea: Dominican Republic	Atlantic Ocean				Dominican Republic			Puerto Plata	Atlantic, Santo Domingo, Puerto Plata																														545360	[no agent data]			Nototeredo knoxi	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Nototeredo	knoxi			Bartsch, 1917	ICZN
MCZ:Mala:251342	PhysicalObject	2016-04-14 14:07:59.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:251342	251342	Entered from ledger.		Kenneth Read	1			malacology accession number=1595			1319049	1964-09-01				Sep/1964		North America: United States: Puerto Rico	North America				United States	Puerto Rico		Puerto Rico, La Paraguera, Magueyes id.	Puerto Rico, La Paraguera, Magueyes id.																														549208	[no agent data]			Atrina rigida	Animalia	Mollusca	Bivalvia	Pterioida	Pinnidae	Atrina	rigida			Sol.	ICZN
MCZ:Mala:258944	PhysicalObject	2014-12-16 08:51:26.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:258944	258944	Entered from ledger.		[no agent data]	1			malacology accession number=1116			218774	1700-01-01				[no verbatim date data]		Pacific Ocean: Pacific, Eastern Central: American Samoa: Samoa Islands	Pacific Ocean		Samoa Islands		American Samoa			Aua, NE Tutuila Id	American Samoa, Aua, NE Tutuila Id																														554250	[no agent data]			Terebra chlorata	Animalia	Mollusca	Gastropoda	Neogastropoda	Terebridae	Terebra	chlorata			Lamarck, 1822	ICZN
MCZ:Mala:234504	PhysicalObject	2014-06-11 11:47:14.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:234504	234504	Entered from ledger.		Newton, T.H.	1			malacology accession number=1173			1319027	1700-01-01				[no verbatim date data]		North America: United States: Puerto Rico	North America				United States	Puerto Rico		Puerto Rico, Avicibo	Puerto Rico, Avicibo																														554808	[no agent data]			Nitidella laevigata	Animalia	Mollusca	Gastropoda	Neogastropoda	Columbellidae	Nitidella	laevigata			Linne	ICZN
MCZ:Mala:266002	PhysicalObject	2014-12-16 13:06:42.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:266002	266002	Entered from ledger.		Ted Dranga	1			malacology accession number=1003			229749	1926-01-01				1926		Pacific: Pacific, Eastern Central: American Samoa: Tutuila Island	Pacific			Tutuila Island	American Samoa				Samoa, Tutuila																														565316	[no agent data]			Mitra pontificalis	Animalia	Mollusca	Gastropoda	Neogastropoda	Mitridae	Mitra	pontificalis			Lamarck	ICZN
MCZ:Mala:212983	PhysicalObject	2016-03-23 19:50:25.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:212983	212983	Entered from ledger.		George Kline, Mary Kline	1			malacology accession number=1488			263932	1956-05-29				29/May/1956		Bahama					Bahama			Abaco, Grand Cays Group, SW end Rat Cay	Bahama, Abaco, Grand Cays Group, SW end Rat Cay																														599560	[no agent data]			Pinna carnea	Animalia	Mollusca	Bivalvia	Pterioida	Pinnidae	Pinna	carnea			Gmelin	ICZN
MCZ:Mala:175639	PhysicalObject	2012-12-20 12:35:21.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:175639	175639	Entered from ledger.		Prime Coll'n, W. Cooper!	1						305240	1700-01-01				[no verbatim date data]		Bahama					Bahama			Near Providence	Bahama, Near Providence																														640966	[no agent data]			Cyrena colorata	Animalia	Mollusca	Bivalvia	Veneroida	Corbiculidae	Cyrena	colorata			Prime	ICZN
MCZ:Mala:178976	PhysicalObject	2014-09-25 15:59:31.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:178976	178976	Entered from ledger.		[no agent data]	1						1321620	1700-01-01				[no verbatim date data]		Pacific Ocean: Pacific, Eastern Central: Oahu	Pacific Ocean			Oahu				Hawaiian Ids., Oahu	Hawaiian Ids., Oahu																														646599	[no agent data]			Drupa (Morula) uva	Animalia	Mollusca	Gastropoda	Neogastropoda	Muricidae	Drupa	uva			Roding, 1798	ICZN
MCZ:Mala:168741	PhysicalObject	2013-03-04 15:28:58.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:168741	168741	Entered from ledger.		Edward W. Roper	1			malacology accession number=914			311862	1700-01-01				[no verbatim date data]		Bahama					Bahama			Bahama Banks	Bahama, Bahama Banks																														647613	[no agent data]			Venericardia tridentata	Animalia	Mollusca	Bivalvia	Carditoida	Carditidae	Venericardia	tridentata			Say	ICZN
MCZ:Mala:116306	PhysicalObject	2014-10-24 16:22:27.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:116306	116306	Entered from ledger.		William J. Clench	1			malacology accession number=922; previous number=1257			351141	1936-04-01				Apr-May/1936		Bahama					Bahama			Eleuthra, 2 mi. N.E. of Governor's Harbor, Long Pond	Bahama, Eleuthra, 2 mi. N.E. of Governor's Harbor, Long Pond																														687079	[no agent data]			Polymesoda colorata	Animalia	Mollusca	Bivalvia	Veneroida	Corbiculidae	Polymesoda	colorata			Prime	ICZN
MCZ:Mala:116307	PhysicalObject	2014-10-24 16:22:23.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:116307	116307	Entered from ledger.		William J. Clench	1			malacology accession number=922; previous number=1246			351142	1936-04-01				Apr-May/1936		Bahama					Bahama			Eleuthra, 1 mi. N.E. of Governor's Harbor, Along open beach	Bahama, Eleuthra, 1 mi. N.E. of Governor's Harbor, Along open beach																														687080	[no agent data]			Lucina tenera	Animalia	Mollusca	Bivalvia	Lucinoida	Lucinidae	Lucina	tenera			Sby.	ICZN
MCZ:Mala:116309	PhysicalObject	2014-10-24 16:22:23.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:116309	116309	Entered from ledger.		William J. Clench	1			malacology accession number=922; previous number=1246			351142	1936-04-01				Apr-May/1936		Bahama					Bahama			Eleuthra, 1 mi. N.E. of Governor's Harbor, Along open beach	Bahama, Eleuthra, 1 mi. N.E. of Governor's Harbor, Along open beach																														687082	[no agent data]			Tellina radiata	Animalia	Mollusca	Bivalvia	Veneroida	Tellinidae	Tellina	radiata			Linnaeus, 1758	ICZN
MCZ:Mala:116310	PhysicalObject	2014-10-24 16:22:23.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:116310	116310	Entered from ledger.		William J. Clench	1			malacology accession number=922; previous number=1246			351142	1936-04-01				Apr-May/1936		Bahama					Bahama			Eleuthra, 1 mi. N.E. of Governor's Harbor, Along open beach	Bahama, Eleuthra, 1 mi. N.E. of Governor's Harbor, Along open beach																														687083	[no agent data]			Arca umbonata	Animalia	Mollusca	Bivalvia	Arcoida	Arcidae	Arca	umbonata			Lam.	ICZN
MCZ:Mala:116311	PhysicalObject	2014-10-24 16:22:23.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:116311	116311	Entered from ledger.		William J. Clench	1			malacology accession number=922; previous number=1246			351142	1936-04-01				Apr-May/1936		Bahama					Bahama			Eleuthra, 1 mi. N.E. of Governor's Harbor, Along open beach	Bahama, Eleuthra, 1 mi. N.E. of Governor's Harbor, Along open beach																														687084	[no agent data]			Divaricella quadrisulcata	Animalia	Mollusca	Bivalvia	Lucinoida	Lucinidae	Divaricella	quadrisulcata			dOrb	ICZN
MCZ:Mala:116312	PhysicalObject	2014-10-24 16:22:23.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:116312	116312	Entered from ledger.		William J. Clench	1			malacology accession number=922; previous number=1246			351142	1936-04-01				Apr-May/1936		Bahama					Bahama			Eleuthra, 1 mi. N.E. of Governor's Harbor, Along open beach	Bahama, Eleuthra, 1 mi. N.E. of Governor's Harbor, Along open beach																														687085	[no agent data]			Codakia orbicularis	Animalia	Mollusca	Bivalvia	Lucinoida	Lucinidae	Codakia	orbicularis			(Linnaeus, 1758)	ICZN
MCZ:Mala:148948	PhysicalObject	2014-09-25 15:59:57.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:148948	148948	Entered from ledger.		J.H. Saunders	1			malacology accession number=1168			1321618	1700-01-01				[no verbatim date data]		Pacific Ocean: Pacific, Eastern Central: Oahu	Pacific Ocean			Oahu				Hawaiian Ids., Oahu	Hawaiian Ids., Oahu																														691054	[no agent data]			Lunulicardia retusa	Animalia	Mollusca	Bivalvia	Veneroida	Tellinidae	Lunulicardia	retusa			Linne	ICZN
MCZ:Mala:121488	PhysicalObject	2014-12-16 13:31:48.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:121488	121488	YD-P-1, Block 10e; Entered from ledger.		National Research Council	1			malacology accession number=658; previous number=4403			191764	1922-01-01				1922-4		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							Port au Prince, Haiti	Atlantic, Haiti, Port au Prince						18.555116d	-72.348905d	decimal degrees	18.555116	-72.348905	WGS84	5902	beniorkino	MaNIS/HerpNET/ORNIS Georeferencing Guidelines	unknown															693133	[no agent data]			Teredo	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredo				Linnaeus, 1758	ICZN
MCZ:Mala:121489	PhysicalObject	2014-12-16 13:31:48.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:121489	121489	YD-P-1, Block 10e; Entered from ledger.		National Research Council	1			malacology accession number=658; previous number=4404			191764	1922-01-01				1922-4		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							Port au Prince, Haiti	Atlantic, Haiti, Port au Prince						18.555116d	-72.348905d	decimal degrees	18.555116	-72.348905	WGS84	5902	beniorkino	MaNIS/HerpNET/ORNIS Georeferencing Guidelines	unknown															693134	[no agent data]			Teredo	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredo				Linnaeus, 1758	ICZN
MCZ:Mala:121490	PhysicalObject	2014-12-16 13:31:48.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:121490	121490	YD-P-1, Block 10e Discarded Jun 21 1946; Entered from ledger.		National Research Council	1			malacology accession number=658; previous number=4405			191764	1922-01-01				1922-4		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							Port au Prince, Haiti	Atlantic, Haiti, Port au Prince						18.555116d	-72.348905d	decimal degrees	18.555116	-72.348905	WGS84	5902	beniorkino	MaNIS/HerpNET/ORNIS Georeferencing Guidelines	unknown															693135	[no agent data]			Bankia	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Bankia				Gray, 1842	ICZN
MCZ:Mala:121543	PhysicalObject	2014-12-16 13:24:14.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:121543	121543	YD-P-1-NB, Block 2 Discarded Jun 21 1946; Entered from ledger.		National Research Council	1			malacology accession number=658; previous number=4458; rdt jar number=175			191764	1922-01-01				1922-4		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							Port au Prince, Haiti	Atlantic, Haiti, Port au Prince						18.555116d	-72.348905d	decimal degrees	18.555116	-72.348905	WGS84	5902	beniorkino	MaNIS/HerpNET/ORNIS Georeferencing Guidelines	unknown															694615	[no agent data]			Bankia	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Bankia				Gray, 1842	ICZN
MCZ:Mala:123841	PhysicalObject	2016-02-18 12:28:00.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:123841	123841	Entered from ledger.		Clench, Russell, McLean, Henry Drummond Russell, Richard A. McLean	1			malacology accession number=970			375194	1937-07-01				Jul/1937		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea: Dominican Republic	Atlantic Ocean				Dominican Republic			El Canal, Cabo Macaris	Santa Domingo, El Canal, Cabo Macaris																														3145101	[no agent data]			Hysteroconcha dione	Animalia	Mollusca	Bivalvia	Veneroida	Mesodesmatidae	Hysteroconcha	dione			(Linnaeus, 1758)	ICZN
MCZ:Mala:123842	PhysicalObject	2015-05-14 16:11:36.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:123842	123842	Entered from ledger.		Clench, Russell, McLean, Henry Drummond Russell, Richard A. McLean	1			malacology accession number=970			375194	1937-07-01				Jul/1937		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea: Dominican Republic	Atlantic Ocean				Dominican Republic			El Canal, Cabo Macaris	Santa Domingo, El Canal, Cabo Macaris																														712341	[no agent data]			Anomalocardia brasiliana	Animalia	Mollusca	Bivalvia	Veneroida	Veneridae	Anomalocardia	brasiliana			Gmelin, 1791	ICZN
MCZ:Mala:123850	PhysicalObject	2015-05-14 16:11:36.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:123850	123850	Entered from ledger.		Clench, Russell, McLean, Henry Drummond Russell, Richard A. McLean	1			malacology accession number=970			375194	1937-07-01				Jul/1937		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea: Dominican Republic	Atlantic Ocean				Dominican Republic			El Canal, Cabo Macaris	Santa Domingo, El Canal, Cabo Macaris																														712357	[no agent data]			Venus pygmaea	Animalia	Mollusca	Bivalvia	Veneroida	Veneridae	Venus	pygmaea			Lam.	ICZN
MCZ:Mala:123854	PhysicalObject	2015-05-14 16:11:36.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:123854	123854	Entered from ledger.		Clench, Russell, McLean, Henry Drummond Russell, Richard A. McLean	1			malacology accession number=970			375233	1937-07-01				Jul/1937		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea: Dominican Republic	Atlantic Ocean				Dominican Republic			Cayo Chico, 2.5mi. E. of Sta. B. de Samana	Santa Domingo, Cayo Chico, 2.5mi. E. of Sta. B. de Samana																														712379	[no agent data]			Lithophaga bisulcata	Animalia	Mollusca	Bivalvia	Mytiloida	Mytilidae	Lithophaga	bisulcata			dOrb.	ICZN
MCZ:Mala:121491	PhysicalObject	2014-12-16 13:35:05.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:121491	121491	YD-V-2, Block 14 Specimen Lost; Entered from ledger.		National Research Council	1			malacology accession number=658; previous number=4406			375427	1922-01-01				1922-4		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							St. Croix, Christiansted	Atlantic, US Virign Ids., St. Croix, Christiansted																														712573	[no agent data]			Teredo	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredo				Linnaeus, 1758	ICZN
MCZ:Mala:123835	PhysicalObject	2015-05-14 16:11:21.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:123835	123835	Entered from ledger.		Clench, Russell, McLean, Henry Drummond Russell, Richard A. McLean	1			malacology accession number=970			375194	1937-07-01				Jul/1937		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea: Dominican Republic	Atlantic Ocean				Dominican Republic			El Canal, Cabo Macaris	Santa Domingo, El Canal, Cabo Macaris																														713746	[no agent data]			Arca reticulata	Animalia	Mollusca	Bivalvia	Arcoida	Arcidae	Arca	reticulata			Gmelin	ICZN
MCZ:Mala:123836	PhysicalObject	2015-05-14 16:11:18.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:123836	123836	Entered from ledger.		Clench, Russell, McLean, Henry Drummond Russell, Richard A. McLean	1			malacology accession number=970			376487	1937-08-01				Aug/1937		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea: Dominican Republic	Atlantic Ocean				Dominican Republic			Sta. B. de Samana	Santa Domingo, Sta. B. de Samana																														713772	[no agent data]			Pyrene mercatoria	Animalia	Mollusca	Gastropoda	Neogastropoda	Columbellidae	Pyrene	mercatoria			L.	ICZN
MCZ:Mala:123837	PhysicalObject	2015-05-14 16:11:18.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:123837	123837	Entered from ledger.		Clench, Russell, McLean, Henry Drummond Russell, Richard A. McLean	1			malacology accession number=970			375194	1937-07-01				Jul/1937		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea: Dominican Republic	Atlantic Ocean				Dominican Republic			El Canal, Cabo Macaris	Santa Domingo, El Canal, Cabo Macaris																														713786	[no agent data]			Arca imbricata	Animalia	Mollusca	Bivalvia	Arcoida	Arcidae	Arca	imbricata			Bruguière, 1789	ICZN
MCZ:Mala:123839	PhysicalObject	2015-05-14 16:11:18.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:123839	123839	Entered from ledger.		Clench, Russell, McLean, Henry Drummond Russell, Richard A. McLean	1			malacology accession number=970			375194	1937-07-01				Jul/1937		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea: Dominican Republic	Atlantic Ocean				Dominican Republic			El Canal, Cabo Macaris	Santa Domingo, El Canal, Cabo Macaris																														713790	[no agent data]			Lima tenera	Animalia	Mollusca	Bivalvia	Limoida	Limidae	Lima	tenera			Sby.	ICZN
MCZ:Mala:123840	PhysicalObject	2015-05-14 16:11:18.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:123840	123840	Entered from ledger.		Clench, Russell, McLean, Henry Drummond Russell, Richard A. McLean	1			malacology accession number=970			375194	1937-07-01				Jul/1937		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea: Dominican Republic	Atlantic Ocean				Dominican Republic			El Canal, Cabo Macaris	Santa Domingo, El Canal, Cabo Macaris																														713791	[no agent data]			Lima hians	Animalia	Mollusca	Bivalvia	Limoida	Limidae	Lima	hians			Gmelin	ICZN
MCZ:Mala:123838	PhysicalObject	2015-05-14 16:11:18.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:123838	123838	Entered from ledger.		Clench, Russell, McLean, Henry Drummond Russell, Richard A. McLean	1			malacology accession number=970			375194	1937-07-01				Jul/1937		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea: Dominican Republic	Atlantic Ocean				Dominican Republic			El Canal, Cabo Macaris	Santa Domingo, El Canal, Cabo Macaris																														713792	[no agent data]			Lima lima	Animalia	Mollusca	Bivalvia	Limoida	Limidae	Lima	lima			(Linneaus, 1758)	ICZN
MCZ:Mala:123843	PhysicalObject	2015-05-14 16:11:18.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:123843	123843	Entered from ledger.		Clench, Russell, McLean, Henry Drummond Russell, Richard A. McLean	1			malacology accession number=970			375194	1937-07-01				Jul/1937		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea: Dominican Republic	Atlantic Ocean				Dominican Republic			El Canal, Cabo Macaris	Santa Domingo, El Canal, Cabo Macaris																														713805	[no agent data]			Brachy dontea exustus	Animalia	Mollusca	Bivalvia	Veneroida	Veneridae	Brachy	dontea	exustus		Linne	ICZN
MCZ:Mala:123844	PhysicalObject	2015-05-14 16:11:18.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:123844	123844	Entered from ledger.		Clench, Russell, McLean, Henry Drummond Russell, Richard A. McLean	1			malacology accession number=970			376525	1937-07-01				Jul/1937		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea: Dominican Republic	Atlantic Ocean				Dominican Republic			San Lorenzo Bay, Samana Bay	Santa Domingo, San Lorenzo Bay, Samana Bay																														713810	[no agent data]			Lithophaga bisulcata	Animalia	Mollusca	Bivalvia	Mytiloida	Mytilidae	Lithophaga	bisulcata			dOrb.	ICZN
MCZ:Mala:123845	PhysicalObject	2015-05-14 16:11:18.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:123845	123845	Entered from ledger.		Clench, Russell, McLean, Henry Drummond Russell, Richard A. McLean	1			malacology accession number=970			375194	1937-07-01				Jul/1937		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea: Dominican Republic	Atlantic Ocean				Dominican Republic			El Canal, Cabo Macaris	Santa Domingo, El Canal, Cabo Macaris																														713815	[no agent data]			Arca occidentalis	Animalia	Mollusca	Bivalvia	Arcoida	Arcidae	Arca	occidentalis			Linnaeus, 1758	ICZN
MCZ:Mala:123846	PhysicalObject	2015-05-14 16:11:18.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:123846	123846	Entered from ledger.		Clench, Russell, McLean, Henry Drummond Russell, Richard A. McLean	1			malacology accession number=970			375194	1937-07-01				Jul/1937		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea: Dominican Republic	Atlantic Ocean				Dominican Republic			El Canal, Cabo Macaris	Santa Domingo, El Canal, Cabo Macaris																														713816	[no agent data]			Modiolus tulipus	Animalia	Mollusca	Bivalvia	Mytiloida	Mytilidae	Modiolus	tulipus			Linnaeus, 1758	ICZN
MCZ:Mala:123847	PhysicalObject	2015-05-14 16:11:18.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:123847	123847	Entered from ledger.		Clench, Russell, McLean, Henry Drummond Russell, Richard A. McLean	1			malacology accession number=970			375194	1937-07-01				Jul/1937		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea: Dominican Republic	Atlantic Ocean				Dominican Republic			El Canal, Cabo Macaris	Santa Domingo, El Canal, Cabo Macaris																														713817	[no agent data]			Papyridea semisulcata	Animalia	Mollusca	Bivalvia	Veneroida	Cardiidae	Papyridea	semisulcata			Gray	ICZN
MCZ:Mala:123848	PhysicalObject	2015-05-14 16:11:18.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:123848	123848	Entered from ledger.		Clench, Russell, McLean, Henry Drummond Russell, Richard A. McLean	1			malacology accession number=970			375194	1937-07-01				Jul/1937		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea: Dominican Republic	Atlantic Ocean				Dominican Republic			El Canal, Cabo Macaris	Santa Domingo, El Canal, Cabo Macaris																														713818	[no agent data]			Lima scabra	Animalia	Mollusca	Bivalvia	Limoida	Limidae	Lima	scabra			Born, 1778	ICZN
MCZ:Mala:123849	PhysicalObject	2015-05-14 16:11:18.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:123849	123849	Entered from ledger.		Clench, Russell, McLean, Henry Drummond Russell, Richard A. McLean	1			malacology accession number=970			375194	1937-07-01				Jul/1937		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea: Dominican Republic	Atlantic Ocean				Dominican Republic			El Canal, Cabo Macaris	Santa Domingo, El Canal, Cabo Macaris																														713820	[no agent data]			Arca barbata	Animalia	Mollusca	Bivalvia	Arcoida	Arcidae	Arca	barbata			Linne	ICZN
MCZ:Mala:123851	PhysicalObject	2015-05-14 16:11:18.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:123851	123851	Entered from ledger.		Clench, Russell, McLean, Henry Drummond Russell, Richard A. McLean	1			malacology accession number=970			375194	1937-07-01				Jul/1937		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea: Dominican Republic	Atlantic Ocean				Dominican Republic			El Canal, Cabo Macaris	Santa Domingo, El Canal, Cabo Macaris																														713829	[no agent data]			Arca ovata	Animalia	Mollusca	Bivalvia	Arcoida	Arcidae	Arca	ovata			Brug.	ICZN
