id	type	modified	license	rightsHolder	collectionID	institutionCode	collectionCode	basisOfRecord	occurrenceID	catalogNumber	occurrenceRemarks	recordNumber	recordedBy	individualCount	sex	lifeStage	otherCatalogNumbers	associatedMedia	associatedSequences	eventID	eventDate	year	month	day	verbatimEventDate	habitat	higherGeography	continent	waterBody	islandGroup	island	country	stateProvince	county	locality	verbatimLocality	verbatimElevation	minimumElevationInMeters	maximumElevationInMeters	minimumDepthInMeters	maximumDepthInMeters	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	georeferencedBy	georeferenceProtocol	georeferenceSources	georeferenceRemarks	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lithostratigraphicTerms	group	formation	member	bed	identificationID	identifiedBy	dateIdentified	typeStatus	scientificName	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	nomenclaturalCode
MCZ:Herp:A-27840	PhysicalObject	2012-12-06 08:45:37.0	CC-BY-NC	President and Fellows of Harvard College	1	MCZ	Herp	PreservedSpecimen	MCZ:Herp:A-27840	27840			LDEFVesey-Fitzgerald	1			collector number=50092; muse location number=ZA27840			16895	1700-01-01				[no verbatim date data]		Africa: Seychelles Islands: Mahe Island	Africa		Seychelles Islands	Mahe Island				Mahe Id, Seychelle Ids	Mahe Id., Seychelle Ids.																														87411	Catalog			Hypogeophis rostratus rostratus	Animalia	Chordata	Amphibia	Gymnophiona	Caeciliaidae	Hypogeophis	rostratus	rostratus			ICZN
MCZ:Herp:R-142427	PhysicalObject	2015-05-14 16:04:26.0	CC-BY-NC	President and Fellows of Harvard College	1	MCZ	Herp	PreservedSpecimen	MCZ:Herp:R-142427	142427			A Dennison	1			collector number=MCZ FS-F15918; muse location number=ZR142427			28225	1974-02-12				12/2/1974-12/2/1974		North America: Bonaire, Sint Eustatius and Saba: Bonaire: West Indies: Bonaire	North America		West Indies	Bonaire	Bonaire, Sint Eustatius and Saba	Bonaire		Ceru Jargo,5km N. Kralendijk	Ceru Jargo,5km N. Kralendijk,Bonaire																														175245	Catalog			Anolis bonairensis	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Anolis	bonairensis				ICZN
MCZ:Herp:R-142430	PhysicalObject	2015-05-14 16:04:26.0	CC-BY-NC	President and Fellows of Harvard College	1	MCZ	Herp	PreservedSpecimen	MCZ:Herp:R-142430	142430			A Dennison	1			collector number=MCZ FS-F15889; muse location number=ZR142430			28227	1974-02-07				7/2/1974-7/2/1974		North America: Bonaire, Sint Eustatius and Saba: Bonaire: West Indies: Bonaire	North America		West Indies	Bonaire	Bonaire, Sint Eustatius and Saba	Bonaire		4km N. Kralendijk on Couvenor nebrotweg Hwy. at old Cement Factory	Bonaire:4km N. Kralendijk on Couvenor nebrotweg Hwy. at old Cement Factory																														175248	Catalog			Anolis bonairensis	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Anolis	bonairensis				ICZN
MCZ:Herp:R-142433	PhysicalObject	2015-05-14 16:04:26.0	CC-BY-NC	President and Fellows of Harvard College	1	MCZ	Herp	PreservedSpecimen	MCZ:Herp:R-142433	142433			A Dennison	1			collector number=MCZ FS-F15915; muse location number=ZR142432			28229	1974-02-11				11/2/1974-11/2/1974		North America: Bonaire, Sint Eustatius and Saba: Bonaire: West Indies: Bonaire	North America		West Indies	Bonaire	Bonaire, Sint Eustatius and Saba	Bonaire		Fontein on road to Rincon	Bonaire:Fontain on road to Rincon																														175251	Catalog			Anolis bonairensis	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Anolis	bonairensis				ICZN
MCZ:Herp:R-142502	PhysicalObject	2015-06-03 16:48:34.0	CC-BY-NC	President and Fellows of Harvard College	1	MCZ	Herp	PreservedSpecimen	MCZ:Herp:R-142502	142502			T. Preston Webster	1			muse location number=ZR142502			28267	1968-01-01				1968-1968		Puerto Rico: Greater Antilles			Greater Antilles		Puerto Rico			Trail to El Yunque	Puerto Rico:Trail to El Yunque																														175331	Catalog			Anolis evermanni	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Anolis	evermanni			Stejneger, 1904	ICZN
MCZ:Herp:R-142504	PhysicalObject	2015-06-03 16:48:34.0	CC-BY-NC	President and Fellows of Harvard College	1	MCZ	Herp	PreservedSpecimen	MCZ:Herp:R-142504	142504			T. Preston Webster	1			muse location number=ZR142502	http://mczbase.mcz.harvard.edu/specimen_images/herpetology/large/R142504_A_evermanni_leftjawd.jpg|http://mczbase.mcz.harvard.edu/specimen_images/herpetology/large/R142504_A_evermanni_leftjawlab.jpg|http://mczbase.mcz.harvard.edu/specimen_images/herpetology/large/R142504_A_evermanni_leftjawling.jpg|http://mczbase.mcz.harvard.edu/specimen_images/herpetology/large/R142504_A_evermanni_pmx.jpg|http://mczbase.mcz.harvard.edu/specimen_images/herpetology/large/R142504_A_evermanni_rightjawd.jpg|http://mczbase.mcz.harvard.edu/specimen_images/herpetology/large/R142504_A_evermanni_rightjawlab.jpg|http://mczbase.mcz.harvard.edu/specimen_images/herpetology/large/R142504_A_evermanni_rightjawling.jpg|http://mczbase.mcz.harvard.edu/specimen_images/herpetology/large/R142504_A_evermanni_skl.jpg|http://mczbase.mcz.harvard.edu/specimen_images/herpetology/large/R142504_A_evermanni_skl_2.jpg|http://mczbase.mcz.harvard.edu/specimen_images/herpetology/large/R142504_A_evermanni_skv.jpg		28267	1968-01-01				1968-1968		Puerto Rico: Greater Antilles			Greater Antilles		Puerto Rico			Trail to El Yunque	Puerto Rico:Trail to El Yunque																														175333	Catalog			Anolis evermanni	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Anolis	evermanni			Stejneger, 1904	ICZN
MCZ:Herp:R-142720	PhysicalObject	2015-06-03 16:49:05.0	CC-BY-NC	President and Fellows of Harvard College	1	MCZ	Herp	PreservedSpecimen	MCZ:Herp:R-142720	142720			Thomas Barbour	1			muse location number=ZR142718			28351	1907-01-01				1907-1907		Indoaustralia: New Guinea	Indoaustralia			New Guinea				Saonek,Waigeo Id	Dutch New Guinea:Soanek,Waigeo Id						-0.4667d	130.7833d	decimal degrees	-.4667	130.7833	WGS84	8865	JBH (MCZ)	MaNIS/HerpNET/ORNIS Georeferencing Guidelines	www.fallingrain.com	Used Saonek, PPL. Could not locate on map, estimated location using coordinates. Estimated extent 6.25 km radius, measured between Saonek and Besir. Map scale 1:6,000,000.														175583	Catalog			Lygosoma fuscum fuscum	Animalia	Chordata	Reptilia	Squamata	Scincidae	Lygosoma	fuscum	fuscum			ICZN
MCZ:Herp:R-153621	PhysicalObject	2015-06-03 16:49:47.0	CC-BY-NC	President and Fellows of Harvard College	1	MCZ	Herp	PreservedSpecimen	MCZ:Herp:R-153621	153621			Dr. Ernest Edward Williams, Dr. Susan M. Case	1			collector number=87123; muse location number=ZR153621			29431	1977-08-16				16/8/1977-16/8/1977		Central America: Hispaniola	Central America			Hispaniola				Dominican Republic:Dist. Nacional,Parque La Caleta	Dominican Republic:Dist.Nacional,Parque La Caleta						18.45140076d	-69.68920135d	decimal degrees	18.45140076	-69.68920135	WGS84	3292	Elisa Bonaccorso (KUNHM)	MaNIS/HerpNET/ORNIS Georeferencing Guidelines	JOG NE 19-6 (1:250,000)															180503	Catalog			Anolis distichus ignigularis	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Anolis	distichus	ignigularis		Mertens, 1939	ICZN
MCZ:Herp:R-153626	PhysicalObject	2015-06-03 16:49:47.0	CC-BY-NC	President and Fellows of Harvard College	1	MCZ	Herp	PreservedSpecimen	MCZ:Herp:R-153626	153626			Dr. Ernest Edward Williams, Dr. Susan M. Case	1			collector number=87128; muse location number=ZR153621			29431	1977-08-16				16/8/1977-16/8/1977		Central America: Hispaniola	Central America			Hispaniola				Dominican Republic:Dist. Nacional,Parque La Caleta	Dominican Republic:Dist.Nacional,Parque La Caleta						18.45140076d	-69.68920135d	decimal degrees	18.45140076	-69.68920135	WGS84	3292	Elisa Bonaccorso (KUNHM)	MaNIS/HerpNET/ORNIS Georeferencing Guidelines	JOG NE 19-6 (1:250,000)															180508	Catalog			Anolis distichus ignigularis	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Anolis	distichus	ignigularis		Mertens, 1939	ICZN
MCZ:Herp:R-153635	PhysicalObject	2015-06-03 16:49:47.0	CC-BY-NC	President and Fellows of Harvard College	1	MCZ	Herp	PreservedSpecimen	MCZ:Herp:R-153635	153635			Dr. Ernest Edward Williams, Dr. Susan M. Case	1			collector number=87137; muse location number=ZR153621			29431	1977-08-16				16/8/1977-16/8/1977		Central America: Hispaniola	Central America			Hispaniola				Dominican Republic:Dist. Nacional,Parque La Caleta	Dominican Republic:Dist.Nacional,Parque La Caleta						18.45140076d	-69.68920135d	decimal degrees	18.45140076	-69.68920135	WGS84	3292	Elisa Bonaccorso (KUNHM)	MaNIS/HerpNET/ORNIS Georeferencing Guidelines	JOG NE 19-6 (1:250,000)															180517	Catalog			Anolis distichus ignigularis	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Anolis	distichus	ignigularis		Mertens, 1939	ICZN
MCZ:Herp:R-149692	PhysicalObject	2012-12-06 08:46:26.0	CC-BY-NC	President and Fellows of Harvard College	1	MCZ	Herp	PreservedSpecimen	MCZ:Herp:R-149692	149692	OCE by PGH		Fred Parker	1			collector number=MCZ FS-F14307; muse location number=ZR149691			29667	1973-10-01				0/10/1973-0/10/1973		Indoaustralia: New Guinea	Indoaustralia			New Guinea				Arafura Sea: 30-40 mi W of Fredrik Hendrik Island, Irian Jaya	Arafura Sea: 30-40 mi W of Frederick Hendrik Island, Irian Jaya						-9d	133d	decimal degrees	-9	133	WGS84	404130.41856	JBH (MCZ)	MaNIS/HerpNET/ORNIS Georeferencing Guidelines	Gazetteer of Indonesia: US Defense Mapping Agency (1982)	Used Arafura SEA.  Estimated extent 248.5 miles, measured between Arafura Sea and Timor Sea.  Map scale 1:6,000,000.														183010	Catalog			Hydrophis elegans	Animalia	Chordata	Reptilia	Squamata	Hydrophiidae	Hydrophis	elegans			(Gray, 1842)	ICZN
MCZ:Herp:R-149699	PhysicalObject	2012-12-06 08:46:26.0	CC-BY-NC	President and Fellows of Harvard College	1	MCZ	Herp	PreservedSpecimen	MCZ:Herp:R-149699	149699	OCE by CK		Fred Parker	1			collector number=MCZ FS-F14303; muse location number=ZR149699			29673	1973-10-01				0/10/1973-0/10/1973		Indoaustralia: New Guinea	Indoaustralia			New Guinea				Arafura Sea: 30-40 mi W of Fredrik Hendrik Is, Irian Jaya	Arafura Sea: 30-40 mi. W. of Frederick Hendrik Is, Irian Jaya						-9d	133d	decimal degrees	-9	133	WGS84	404130.41856	JBH (MCZ)	MaNIS/HerpNET/ORNIS Georeferencing Guidelines	Gazetteer of Indonesia: US Defense Mapping Agency (1982)	Used Arafura SEA.  Estimated extent 248.5 miles radius, measured between Arafura Sea and Timor Sea.  Map scale 1:6,000,000.														183017	Catalog			Lapemis hardwickii	Animalia	Chordata	Reptilia	Squamata	Hydrophiidae	Lapemis	hardwickii				ICZN
MCZ:Herp:R-4869	PhysicalObject	2015-06-03 17:25:41.0	CC-BY-NC	President and Fellows of Harvard College	1	MCZ	Herp	PreservedSpecimen	MCZ:Herp:R-4869	4869			Jeffreys	1			muse location number=ZR4869			35083	1853-01-01				1853-1853		North America: United States: Florida/Mississippi: Jackson	North America				United States	Florida/Mississippi	Jackson	Horn Isl Fla	Horn Isl. Fla.						30d 14m 24s N	88d 41m 16s W	deg. min. sec.	30.24	-88.6877777778	unknown	1500	[no agent data]	unknown-migration	unknown															205391	Catalog			Reptilia sp.	Animalia	Chordata	Reptilia			Reptilia				Laurenti, 1768	ICZN
MCZ:Herp:R-4872	PhysicalObject	2012-12-06 08:46:47.0	CC-BY-NC	President and Fellows of Harvard College	1	MCZ	Herp	PreservedSpecimen	MCZ:Herp:R-4872	4872			[no agent data]	1			muse location number=ZR4872			35086	1700-01-01				[no verbatim date data]		North America: United States: Florida/Mississippi: Jackson	North America				United States	Florida/Mississippi	Jackson	Horn Isl Fla	Horn Isl. Fla.						30d 14m 24s N	88d 41m 16s W	deg. min. sec.	30.24	-88.6877777778	unknown	1500	[no agent data]	unknown-migration	unknown															205394	Catalog			Alligator mississippiensis	Animalia	Chordata	Reptilia	Crocodilia	Alligatoridae	Alligator	mississippiensis			(Daudin)	ICZN
MCZ:Herp:R-14458	PhysicalObject	2014-11-25 17:09:26.0	CC-BY-NC	President and Fellows of Harvard College	1	MCZ	Herp	PreservedSpecimen	MCZ:Herp:R-14458	14458			Alfred Goldsborough Mayor	1			muse location number=ZR14458			42138	1920-06-03				3/6/1920-6/6/1920		Oceania: American Samoa: Samoa Islands	Oceania		Samoa Islands		American Samoa			American Samoa,Rose Atoll	American Samoa,Rose Atoll																														232520	Catalog			Lepidodactylus lugubris	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Lepidodactylus	lugubris			(Duméril and Bibron, 1836)	ICZN
MCZ:Herp:R-28677	PhysicalObject	2012-12-06 08:46:41.0	CC-BY-NC	President and Fellows of Harvard College	1	MCZ	Herp	PreservedSpecimen	MCZ:Herp:R-28677	28677			[no agent data]	1			muse location number=ZR28677			43566	1700-01-01				[no verbatim date data]		Africa: Seychelles Islands: Mahe Island	Africa		Seychelles Islands	Mahe Island				Mahe,Seychelles	Mahe,Seychelles																														238023	Catalog			Mabuya seychellensis	Animalia	Chordata	Reptilia	Squamata	Scincidae	Mabuya	seychellensis				ICZN
MCZ:Herp:R-46878	PhysicalObject	2015-06-03 17:31:54.0	CC-BY-NC	President and Fellows of Harvard College	1	MCZ	Herp	PreservedSpecimen	MCZ:Herp:R-46878	46878			William Louis Abbott	1			collector number=20421; muse location number=ZR46878			49242	1700-01-01				[no verbatim date data]		Africa: Seychelles Islands: Mahe Island	Africa		Seychelles Islands	Mahe Island				Ile Mahe: Seychelles	Ile Mahe, Seychelles																														259101	Catalog			Lycognathophis seychellensis	Animalia	Chordata	Reptilia	Squamata	Colubridae	Lycognathophis	seychellensis			(Schlegel, 1837)	ICZN
MCZ:Herp:R-56270	PhysicalObject	2013-01-30 10:54:08.0	CC-BY-NC	President and Fellows of Harvard College	1	MCZ	Herp	PreservedSpecimen	MCZ:Herp:R-56270	56270			Garth Underwood	1			muse location number=ZR56270			53660	1955-07-03				3/7/1955-3/7/1955		West Indies: Turks And Caicos Ids.	West Indies			Turks And Caicos Ids.				East Sixhill Cay, Caicos Id.	East Sixhill Cay, Caicos Id.																														274141	Catalog			Sphaerodactylus caicosensis	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Sphaerodactylus	caicosensis				ICZN
MCZ:Herp:R-56272	PhysicalObject	2013-01-30 10:54:08.0	CC-BY-NC	President and Fellows of Harvard College	1	MCZ	Herp	PreservedSpecimen	MCZ:Herp:R-56272	56272			Garth Underwood	1			muse location number=ZR56272			53663	1955-07-01				1/7/1955-1/7/1955		West Indies: Turks And Caicos Ids.	West Indies			Turks And Caicos Ids.				Long Cay, Caicos Id.	Long Cay, Caicos Id.																														274143	Catalog			Sphaerodactylus caicosensis	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Sphaerodactylus	caicosensis				ICZN
MCZ:Herp:R-56320	PhysicalObject	2013-01-30 10:54:08.0	CC-BY-NC	President and Fellows of Harvard College	1	MCZ	Herp	PreservedSpecimen	MCZ:Herp:R-56320	56320			Garth Underwood	1			muse location number=ZR56320			53708	1955-07-10				10/7/1955-10/7/1955		West Indies: Turks And Caicos Ids.	West Indies			Turks And Caicos Ids.				Sand Cay, Turks Id.	Sand Cay, Turks Id.																														274191	Catalog			Sphaerodactylus underwoodi	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Sphaerodactylus	underwoodi				ICZN
MCZ:Herp:R-43893	PhysicalObject	2015-08-19 16:14:20.0	CC-BY-NC	President and Fellows of Harvard College	1	MCZ	Herp	PreservedSpecimen	MCZ:Herp:R-43893	43893			Harry A. Beatty	1			collector number=3; muse location number=ZR43893			54533	1937-01-01				1937-1937		South America: Sucre	South America					Sucre		Venezuela: Pargo Hacienda	Venezuela: Pargo Hacienda																														277394	Catalog			Gonatodes ocellatus	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Gonatodes	ocellatus			(Gray, 1831)	ICZN
MCZ:Herp:R-44331	PhysicalObject	2015-05-14 16:06:37.0	CC-BY-NC	President and Fellows of Harvard College	1	MCZ	Herp	PreservedSpecimen	MCZ:Herp:R-44331	44331			Harvard Australian Expedition 1931-1932	1			muse location number=ZR44331			55128	1931-08-07				7/8/1931-7/8/1931		Oceania: American Samoa: Samoa Islands	Oceania		Samoa Islands		American Samoa			Pago Pago,Tutuila,Samoa	Pago Pago,Tutuila,Samoa																														279479	Catalog			Gehyra insulensis	Animalia	Chordata	Reptilia	Squamata	Gekkonidae	Gehyra	insulensis				ICZN
MCZ:Herp:R-45509	PhysicalObject	2015-08-19 16:14:13.0	CC-BY-NC	President and Fellows of Harvard College	1	MCZ	Herp	PreservedSpecimen	MCZ:Herp:R-45509	45509			LDEFVesey-Fitzgerald	1			muse location number=ZR45506			57025	1938-01-01				1938-1938		Africa: Seychelles Islands: La Digue Island	Africa		Seychelles Islands	La Digue Island				Seychelle Ids,La Digue Id	Seychelle Ids,La Digue id																														285549	Bour		Paratype of <a href="http://mczbase.mcz.harvard.edu/name/Pelusios castanoides intergularis"><i>Pelusios castanoides intergularis</i></a> in <a href="http://mczbase.mcz.harvard.edu/SpecimenUsage.cfm?publication_id=0"> no agent data 1700</a>	Pelusios castanoides intergularis	Animalia	Chordata	Reptilia	Testudinata	Pelomedusidae	Pelusios	castanoides	intergularis			ICZN
MCZ:Herp:R-45512	PhysicalObject	2015-08-19 16:14:13.0	CC-BY-NC	President and Fellows of Harvard College	1	MCZ	Herp	PreservedSpecimen	MCZ:Herp:R-45512	45512			LDEFVesey-Fitzgerald	1			muse location number=ZR45506			57025	1938-01-01				1938-1938		Africa: Seychelles Islands: La Digue Island	Africa		Seychelles Islands	La Digue Island				Seychelle Ids,La Digue Id	Seychelle Ids,La Digue id																														285552	Bour		Paratype of <a href="http://mczbase.mcz.harvard.edu/name/Pelusios castanoides intergularis"><i>Pelusios castanoides intergularis</i></a> in <a href="http://mczbase.mcz.harvard.edu/SpecimenUsage.cfm?publication_id=0"> no agent data 1700</a>	Pelusios castanoides intergularis	Animalia	Chordata	Reptilia	Testudinata	Pelomedusidae	Pelusios	castanoides	intergularis			ICZN
MCZ:Herp:R-45514	PhysicalObject	2015-08-19 16:14:13.0	CC-BY-NC	President and Fellows of Harvard College	1	MCZ	Herp	PreservedSpecimen	MCZ:Herp:R-45514	45514			LDEFVesey-Fitzgerald	1			muse location number=ZR45506			57025	1938-01-01				1938-1938		Africa: Seychelles Islands: La Digue Island	Africa		Seychelles Islands	La Digue Island				Seychelle Ids,La Digue Id	Seychelle Ids,La Digue id																														285554	Bour		Paratype of <a href="http://mczbase.mcz.harvard.edu/name/Pelusios castanoides intergularis"><i>Pelusios castanoides intergularis</i></a> in <a href="http://mczbase.mcz.harvard.edu/SpecimenUsage.cfm?publication_id=0"> no agent data 1700</a>	Pelusios castanoides intergularis	Animalia	Chordata	Reptilia	Testudinata	Pelomedusidae	Pelusios	castanoides	intergularis			ICZN
MCZ:Mamm:BOM-5217	PhysicalObject	2015-05-20 12:03:46.0	CC-BY-NC	President and Fellows of Harvard College	2	MCZ	Mamm	PreservedSpecimen	MCZ:Mamm:BOM-5217	5217	Bisected skull.		Edward Gerrard Jr.	1						87148	1810-01-01				[no verbatim date data]		Australia: Tasmania?	Australia			Tasmania?																																			389944	[no agent data]			Vombatus ursinus	Animalia	Chordata	Mammalia	Marsupialia	Vombatidae	Vombatus	ursinus			(Shaw, 1800)	ICZN
MCZ:Mamm:14648	PhysicalObject	2015-05-20 12:10:59.0	CC-BY-NC	President and Fellows of Harvard College	2	MCZ	Mamm	PreservedSpecimen	MCZ:Mamm:14648	14648			[no agent data]	1	male					130043	1700-01-01				[no verbatim date data]		Asia: Borneo?	Asia			Borneo?					?Borneo																														432879	[no agent data]			Pongo pygmaeus	Animalia	Chordata	Mammalia	Primates	Pongidae	Pongo	pygmaeus			(Linnaeus, 1760)	ICZN
MCZ:Mamm:29674	PhysicalObject	2015-05-20 12:08:39.0	CC-BY-NC	President and Fellows of Harvard College	2	MCZ	Mamm	PreservedSpecimen	MCZ:Mamm:29674	29674	Sent on loan, 1942.  Never returned.  Consider lost, October 1983 MER. See correspondence L Baher and G Huber.		Schapostchuikov, Ch.	1	male		additional number=10501			132773	1914-01-01				1914		Asia: Kubansk	Asia					Kubansk		Caucasus	Caucasus:  Kubansk district																														435610	[no agent data]			Sus scrofa attila	Animalia	Chordata	Mammalia	Artiodactyla	Suidae	Sus	scrofa	attila		Thomas, 1912	ICZN
MCZ:Mala:317759	PhysicalObject	2014-12-16 12:48:00.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:317759	317759			Hassler Expedition	1						1238360	1842-03-15				March 15-April 1, 1872 based on literature		South America: Straits of Magellan	South America					Straits of Magellan		east coast of Patagonia	Str. of Magellan, east coast of Patagonia																														488920	[no agent data]			Chlamys natans	Animalia	Mollusca	Bivalvia	Pectinoida	Pectinidae	Chlamys	natans			(Philippi,1845)	ICZN
MCZ:Mala:316776	PhysicalObject	2015-02-05 17:13:26.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:316776	316776	Previously identified as Pecten septemradiatus		[no agent data]	1						156824	1700-01-01				[no verbatim date data]		Atlantic Ocean: Atlantic, Northeast: Baltic Sea	Atlantic Ocean			Baltic Sea					Baltic Sea																														491909	[no agent data]			Pseudamussium septemradiatum	Animalia	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pseudamussium	septemradiatum			(Muller, 1776)	ICZN
MCZ:Mala:127866	PhysicalObject	2014-05-21 15:15:16.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:127866	127866			[no agent data]	1			malacology accession number=904			1228419	1700-01-01				[no verbatim date data]		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							&quot;Cuba, Penas Altas,&quot;	Western Atlantic, Cuba., &quot;Matanzas,&quot;, &quot;Penas Altas,&quot;																														493249	António M. de Frias Martins			Pedipes mirabilis	Animalia	Mollusca	Gastropoda	Pulmonata	Ellobiidae	Pedipes	mirabilis			(Mühlfeld, 1816)	ICZN
MCZ:Mala:303365	PhysicalObject	2014-11-14 16:30:26.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:303365	303365			Andrew Garrett, Schooner Sky Lark	1						160228	1700-01-01				[no verbatim date data]		Pacific Ocean: Pacific, Eastern Central: Oahu	Pacific Ocean			Oahu				"Honolulu, Oahu,"	North Pacific, USA., "Hawaii,", "Honolulu, Oahu,"																														495350	[no agent data]			Cypraea helvola	Animalia	Mollusca	Gastropoda	Littorinimorpha	Cypraeidae	Cypraea	helvola			(Linnaeus, 1758)	ICZN
MCZ:Mala:125767	PhysicalObject	2014-12-16 12:49:45.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:125767	125767	"Rec: Blake Expedition. Fissurella (Cremides) alternata Say var. sayi Dall, 1889 in Kabat, 1995." Lectotype		Blake	1						1228372	1877-01-01				1877-78		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							&quot;Station 62, off Havana, Cuba&quot;	Western Atlantic, [Cuba]., &quot;Station 62, off Havana,&quot;																														495506	[no agent data]		Lectotype of <a href="http://mczbase.mcz.harvard.edu/name/Fissurella alternata sayi"><i>Fissurella alternata sayi</i></a> in <a href="http://mczbase.mcz.harvard.edu/SpecimenUsage.cfm?publication_id=10473"> no agent data </a>	Fissurella alternata sayi	Animalia	Mollusca	Gastropoda		Fissurellidae	Fissurella	alternata	sayi		Dall, 1889	ICZN
MCZ:Mala:315495	PhysicalObject	2015-02-05 17:13:26.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:315495	315495			C. Schneider	1			malacology accession number=971			161657	1700-01-01				[no verbatim date data]		Atlantic Ocean: Atlantic, Northeast: Baltic Sea	Atlantic Ocean			Baltic Sea				"Vardo,"	Eastern Atlantic, Finland., "Vardo,"																														496790	[no agent data]			Colus stimpsoni	Animalia	Mollusca	Gastropoda	Neogastropoda	Buccinidae	Colus	stimpsoni			(Morch, 1867)	ICZN
MCZ:Mala:303063	PhysicalObject	2015-07-01 16:12:42.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:303063	303063			[no agent data]	1			malacology accession number=1233			162235	1700-01-01				[no verbatim date data]		Pacific Ocean: Pacific, Eastern Central: American Samoa: Samoa Islands	Pacific Ocean		Samoa Islands		American Samoa			"Tutuila,"	Southern Pacific, Samoa., "Tutuila,"																														497370	[no agent data]			Cypraea argus	Animalia	Mollusca	Gastropoda	Littorinimorpha	Cypraeidae	Cypraea	argus			Linnaeus, 1758	ICZN
MCZ:Mala:303091	PhysicalObject	2014-12-16 12:48:31.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:303091	303091	"Ex: Abbott Rec: Burch, J.Q."		[no agent data]	1			malacology accession number=1233			162236	1700-01-01				[no verbatim date data]		Pacific: Pacific, Eastern Central: American Samoa: Tutuila Island	Pacific			Tutuila Island	American Samoa			"Amouli, Tutuila Id.,"	South Pacific, Samoa., "Amouli, Tutuila Id.,"																														497371	[no agent data]			Cypraea arabica	Animalia	Mollusca	Gastropoda	Littorinimorpha	Cypraeidae	Cypraea	arabica			(Linnaeus, 1758)	ICZN
MCZ:Mala:278687	PhysicalObject	2014-12-16 12:48:31.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:278687	278687	Previously identified as Lepidopleurus medinae		Hassler Expedition	1						1238360	1842-03-15				March 15-April 1, 1872 based on literature		South America: Straits of Magellan	South America					Straits of Magellan		east coast of Patagonia	Str. of Magellan, east coast of Patagonia																														499971	[no agent data]			Leptochiton medinae	Animalia	Mollusca	Polyplacophora	Lepidopleurida	Leptochitonidae	Leptochiton	medinae			(Plate, 1899)	ICZN
MCZ:Mala:120546	PhysicalObject	2014-06-19 14:21:30.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:120546	120546	4 lots, L-9-4, Block 8		National Research Council	1			malacology accession number=658; previous number=2092; rdt jar number=215			190453	1922-01-01				1922-4		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							Fajardo, Puerto Rico	Atlantic, Puerto Rico, Fajardo																														525668	[no agent data]			Nototeredo knoxi	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Nototeredo	knoxi			Bartsch, 1917	ICZN
